class;cap-diameter;cap-shape;cap-surface;cap-color;does-bruise-or-bleed;gill-attachment;gill-spacing;gill-color;stem-height;stem-width;stem-root;stem-surface;stem-color;veil-type;veil-color;has-ring;ring-type;spore-print-color;habitat;season;is_fragile
e;6.64;s;d;g;t;d;c;p;4.9;3.43;s;s;g;u;w;f;f;k;d;u;f
e;5.8;s;d;n;t;d;c;p;4.63;3.7;s;s;n;u;w;f;f;k;d;a;f
e;6.09;f;d;n;t;d;c;p;4.43;3.45;s;s;g;u;w;f;f;k;d;a;f
e;6.55;s;d;p;t;d;c;p;4.09;2.14;s;s;n;u;w;f;f;k;d;a;f
e;5.44;s;d;n;t;d;c;p;4.0;2.6;s;s;g;u;w;f;f;k;d;u;f
e;5.78;s;d;p;t;d;c;p;3.68;3.08;s;s;n;u;w;f;f;k;d;a;t
e;5.35;f;d;p;t;d;c;p;3.73;3.36;s;s;n;u;w;f;f;k;d;a;t
e;5.06;s;d;n;t;d;c;p;4.04;3.1;s;s;n;u;w;f;f;k;d;u;f
e;5.77;s;d;g;t;d;c;p;4.37;3.43;s;s;n;u;w;f;f;k;d;u;f
e;6.19;f;d;p;t;d;c;p;5.02;3.63;s;s;g;u;w;f;f;k;d;u;f
e;5.47;f;d;g;t;d;c;p;4.51;3.59;s;s;g;u;w;f;f;k;d;a;f
e;6.81;s;d;g;t;d;c;p;5.02;4.36;s;s;n;u;w;f;f;k;d;u;f
e;5.72;f;d;n;t;d;c;p;3.85;3.49;s;s;n;u;w;f;f;k;d;a;t
e;5.75;f;d;p;t;d;c;p;5.08;3.91;s;s;g;u;w;f;f;k;d;u;f
e;6.5;f;d;p;t;d;c;p;5.21;3.53;s;s;n;u;w;f;f;k;d;u;f
e;6.24;s;d;n;t;d;c;p;4.8;3.82;s;s;g;u;w;f;f;k;d;u;f
e;5.27;f;d;u;t;d;c;p;3.9;3.01;s;s;g;u;w;f;f;k;d;a;t
e;5.37;f;d;g;t;d;c;p;4.02;3.64;s;s;n;u;w;f;f;k;d;u;f
e;5.57;s;d;g;t;d;c;p;4.43;3.54;s;s;g;u;w;f;f;k;d;u;f
e;5.85;s;d;n;t;d;c;p;4.21;3.31;s;s;n;u;w;f;f;k;d;u;f
e;6.74;f;d;p;t;d;c;p;5.63;3.78;s;s;n;u;w;f;f;k;d;a;f
e;6.71;s;d;p;t;d;c;p;5.34;4.02;s;s;n;u;w;f;f;k;d;u;f
e;6.18;f;d;p;t;d;c;p;4.33;3.89;s;s;n;u;w;f;f;k;d;a;f
e;6.07;s;d;p;t;d;c;p;5.15;4.05;s;s;g;u;w;f;f;k;d;u;f
e;7.14;s;d;g;t;d;c;p;5.24;3.97;s;s;g;u;w;f;f;k;d;a;f
e;6.23;s;d;n;t;d;c;p;4.79;3.7;s;s;n;u;w;f;f;k;d;a;f
e;5.45;f;d;u;t;d;c;p;4.4;3.23;s;s;n;u;w;f;f;k;d;a;f
e;5.54;f;d;n;t;d;c;p;3.89;3.37;s;s;g;u;w;f;f;k;d;u;t
e;6.86;s;d;g;t;d;c;p;4.7;3.68;s;s;n;u;w;f;f;k;d;u;f
e;6.63;f;d;g;t;d;c;p;4.63;3.75;s;s;g;u;w;f;f;k;d;u;f
e;6.19;f;d;n;t;d;c;p;4.07;4.03;s;s;g;u;w;f;f;k;d;a;f
e;6.29;s;d;g;t;d;c;p;5.15;3.84;s;s;n;u;w;f;f;k;d;u;f
e;4.97;f;d;u;t;d;c;p;3.93;3.4;s;s;g;u;w;f;f;k;d;u;t
e;7.65;s;d;g;t;d;c;p;5.21;4.44;s;s;g;u;w;f;f;k;d;a;f
e;5.52;s;d;u;t;d;c;p;4.54;2.77;s;s;g;u;w;f;f;k;d;u;f
e;5.14;f;d;u;t;d;c;p;3.48;3.16;s;s;n;u;w;f;f;k;d;a;t
e;5.76;s;d;g;t;d;c;p;4.67;3.11;s;s;n;u;w;f;f;k;d;a;f
e;5.94;s;d;p;t;d;c;p;3.93;3.36;s;s;g;u;w;f;f;k;d;u;t
e;6.2;f;d;u;t;d;c;p;4.94;4.02;s;s;n;u;w;f;f;k;d;u;f
e;5.31;s;d;g;t;d;c;p;4.77;3.32;s;s;g;u;w;f;f;k;d;a;f
e;6.04;f;d;u;t;d;c;p;4.38;3.61;s;s;g;u;w;f;f;k;d;a;f
e;5.78;s;d;g;t;d;c;p;4.62;2.94;s;s;g;u;w;f;f;k;d;a;f
e;6.86;s;d;p;t;d;c;p;5.31;4.16;s;s;n;u;w;f;f;k;d;u;f
e;4.86;f;d;n;t;d;c;p;3.67;2.67;s;s;g;u;w;f;f;k;d;u;t
e;6.37;s;d;g;t;d;c;p;4.66;3.39;s;s;n;u;w;f;f;k;d;u;f
e;6.52;s;d;u;t;d;c;p;4.86;3.64;s;s;g;u;w;f;f;k;d;a;f
e;6.19;f;d;u;t;d;c;p;4.78;3.81;s;s;g;u;w;f;f;k;d;u;f
e;6.88;f;d;n;t;d;c;p;5.58;3.62;s;s;n;u;w;f;f;k;d;u;f
e;6.42;s;d;p;t;d;c;p;4.84;4.04;s;s;g;u;w;f;f;k;d;a;f
e;6.2;f;d;n;t;d;c;p;4.1;4.04;s;s;g;u;w;f;f;k;d;u;f
e;5.5;f;d;u;t;d;c;p;4.09;2.6;s;s;g;u;w;f;f;k;d;u;f
e;5.83;s;d;u;t;d;c;p;3.98;3.92;s;s;g;u;w;f;f;k;d;a;t
e;5.29;s;d;p;t;d;c;p;3.71;3.1;s;s;g;u;w;f;f;k;d;a;t
e;5.07;s;d;n;t;d;c;p;4.48;3.14;s;s;n;u;w;f;f;k;d;a;f
e;6.44;f;d;n;t;d;c;p;4.35;3.37;s;s;g;u;w;f;f;k;d;u;f
e;5.14;s;d;u;t;d;c;p;4.26;3.04;s;s;g;u;w;f;f;k;d;u;f
e;6.09;f;d;p;t;d;c;p;4.45;3.52;s;s;g;u;w;f;f;k;d;a;f
e;5.99;s;d;p;t;d;c;p;4.53;3.49;s;s;n;u;w;f;f;k;d;u;f
e;5.87;s;d;u;t;d;c;p;4.09;2.97;s;s;n;u;w;f;f;k;d;a;f
e;5.25;s;d;n;t;d;c;p;4.61;2.96;s;s;n;u;w;f;f;k;d;u;f
e;6.05;f;d;u;t;d;c;p;4.69;3.12;s;s;n;u;w;f;f;k;d;u;f
e;5.67;s;d;g;t;d;c;p;4.42;3.77;s;s;n;u;w;f;f;k;d;u;f
e;5.7;s;d;n;t;d;c;p;4.11;3.46;s;s;g;u;w;f;f;k;d;u;f
e;6.95;s;d;u;t;d;c;p;5.05;4.45;s;s;g;u;w;f;f;k;d;u;f
e;6.66;f;d;n;t;d;c;p;4.81;2.95;s;s;n;u;w;f;f;k;d;u;f
e;5.47;f;d;n;t;d;c;p;4.59;3.2;s;s;g;u;w;f;f;k;d;u;f
e;6.65;f;d;u;t;d;c;p;4.8;3.55;s;s;n;u;w;f;f;k;d;a;f
e;6.69;f;d;n;t;d;c;p;4.56;3.71;s;s;g;u;w;f;f;k;d;u;f
e;6.61;f;d;u;t;d;c;p;5.1;3.4;s;s;g;u;w;f;f;k;d;u;f
e;7.77;f;d;p;t;d;c;p;5.91;3.61;s;s;n;u;w;f;f;k;d;a;f
e;5.32;s;d;g;t;d;c;p;4.5;4.04;s;s;g;u;w;f;f;k;d;a;f
e;5.75;s;d;g;t;d;c;p;4.24;3.35;s;s;n;u;w;f;f;k;d;u;f
e;5.72;f;d;p;t;d;c;p;4.28;2.91;s;s;n;u;w;f;f;k;d;u;f
e;6.22;f;d;n;t;d;c;p;4.7;3.59;s;s;g;u;w;f;f;k;d;a;f
e;6.52;f;d;p;t;d;c;p;4.16;3.62;s;s;g;u;w;f;f;k;d;u;f
e;7.33;s;d;n;t;d;c;p;5.16;4.3;s;s;g;u;w;f;f;k;d;u;f
e;5.63;f;d;p;t;d;c;p;4.3;3.57;s;s;n;u;w;f;f;k;d;u;f
e;6.33;f;d;g;t;d;c;p;3.94;3.14;s;s;g;u;w;f;f;k;d;u;t
e;6.63;s;d;n;t;d;c;p;4.95;3.94;s;s;g;u;w;f;f;k;d;u;f
e;5.66;f;d;n;t;d;c;p;5.05;2.76;s;s;n;u;w;f;f;k;d;a;f
e;6.93;f;d;n;t;d;c;p;5.0;3.82;s;s;n;u;w;f;f;k;d;u;f
e;6.27;f;d;u;t;d;c;p;4.85;4.17;s;s;n;u;w;f;f;k;d;a;f
e;6.58;s;d;u;t;d;c;p;4.48;3.44;s;s;g;u;w;f;f;k;d;u;f
e;6.92;s;d;u;t;d;c;p;6.02;4.66;s;s;g;u;w;f;f;k;d;u;f
e;4.87;s;d;g;t;d;c;p;4.12;4.0;s;s;g;u;w;f;f;k;d;u;f
e;5.65;s;d;g;t;d;c;p;3.7;3.16;s;s;g;u;w;f;f;k;d;a;t
e;5.19;f;d;n;t;d;c;p;3.98;3.18;s;s;n;u;w;f;f;k;d;u;t
e;6.94;f;d;p;t;d;c;p;4.22;4.16;s;s;g;u;w;f;f;k;d;u;f
e;6.21;s;d;u;t;d;c;p;4.84;4.06;s;s;n;u;w;f;f;k;d;u;f
e;6.27;f;d;u;t;d;c;p;4.73;3.34;s;s;n;u;w;f;f;k;d;u;f
e;6.01;s;d;u;t;d;c;p;4.24;4.01;s;s;g;u;w;f;f;k;d;u;f
e;5.59;f;d;g;t;d;c;p;3.61;3.39;s;s;g;u;w;f;f;k;d;a;t
e;5.23;f;d;u;t;d;c;p;4.58;3.18;s;s;g;u;w;f;f;k;d;a;f
e;5.91;s;d;n;t;d;c;p;4.72;3.49;s;s;g;u;w;f;f;k;d;a;f
e;6.76;s;d;p;t;d;c;p;5.56;3.99;s;s;n;u;w;f;f;k;d;a;f
e;6.49;s;d;p;t;d;c;p;4.56;3.88;s;s;n;u;w;f;f;k;d;u;f
e;5.71;s;d;g;t;d;c;p;4.41;2.52;s;s;n;u;w;f;f;k;d;a;f
e;6.04;f;d;u;t;d;c;p;4.94;3.85;s;s;n;u;w;f;f;k;d;u;f
e;6.14;s;d;u;t;d;c;p;4.7;3.77;s;s;n;u;w;f;f;k;d;a;f
e;5.4;s;d;n;t;d;c;p;4.2;2.87;s;s;g;u;w;f;f;k;d;a;f
e;6.31;s;d;p;t;d;c;p;4.37;3.15;s;s;g;u;w;f;f;k;d;a;f
e;5.98;f;d;n;t;d;c;p;5.22;3.72;s;s;n;u;w;f;f;k;d;u;f
e;6.51;s;d;g;t;d;c;p;4.27;4.22;s;s;n;u;w;f;f;k;d;a;f
e;6.35;f;d;p;t;d;c;p;4.91;3.18;s;s;g;u;w;f;f;k;d;u;f
e;5.36;f;d;p;t;d;c;p;4.54;3.94;s;s;n;u;w;f;f;k;d;u;f
e;5.82;s;d;p;t;d;c;p;4.15;3.4;s;s;n;u;w;f;f;k;d;a;f
e;5.52;f;d;g;t;d;c;p;4.53;1.89;s;s;g;u;w;f;f;k;d;a;f
e;6.05;s;d;u;t;d;c;p;4.15;2.24;s;s;n;u;w;f;f;k;d;a;f
e;5.24;s;d;n;t;d;c;p;4.73;3.82;s;s;g;u;w;f;f;k;d;a;f
e;6.72;f;d;n;t;d;c;p;4.52;3.59;s;s;g;u;w;f;f;k;d;u;f
e;6.45;s;d;u;t;d;c;p;4.07;2.72;s;s;g;u;w;f;f;k;d;u;f
e;6.84;f;d;p;t;d;c;p;4.88;3.86;s;s;g;u;w;f;f;k;d;a;f
e;5.34;s;d;u;t;d;c;p;4.58;2.94;s;s;n;u;w;f;f;k;d;u;f
e;6.46;s;d;n;t;d;c;p;4.72;4.63;s;s;n;u;w;f;f;k;d;u;f
e;5.72;s;d;u;t;d;c;p;4.44;3.21;s;s;n;u;w;f;f;k;d;a;f
e;6.35;f;d;u;t;d;c;p;4.88;3.32;s;s;n;u;w;f;f;k;d;a;f
e;6.93;f;d;p;t;d;c;p;4.86;4.01;s;s;g;u;w;f;f;k;d;a;f
e;5.85;s;d;g;t;d;c;p;3.81;3.46;s;s;n;u;w;f;f;k;d;a;t
e;6.19;f;d;u;t;d;c;p;4.47;2.99;s;s;g;u;w;f;f;k;d;u;f
e;5.61;f;d;p;t;d;c;p;3.79;3.52;s;s;g;u;w;f;f;k;d;a;t
e;6.52;f;d;p;t;d;c;p;4.52;3.24;s;s;n;u;w;f;f;k;d;a;f
e;6.68;f;d;u;t;d;c;p;4.33;4.12;s;s;g;u;w;f;f;k;d;u;f
e;5.94;s;d;n;t;d;c;p;4.36;3.77;s;s;n;u;w;f;f;k;d;u;f
e;6.49;f;d;n;t;d;c;p;4.7;3.47;s;s;g;u;w;f;f;k;d;a;f
e;5.89;f;d;u;t;d;c;p;4.38;2.95;s;s;n;u;w;f;f;k;d;u;f
e;7.0;s;d;u;t;d;c;p;5.28;4.43;s;s;g;u;w;f;f;k;d;a;f
e;5.95;f;d;n;t;d;c;p;4.88;2.65;s;s;g;u;w;f;f;k;d;a;f
e;3.79;f;d;n;t;d;c;p;3.51;3.43;s;s;g;u;w;f;f;k;d;u;t
e;6.16;s;d;u;t;d;c;p;4.41;3.74;s;s;n;u;w;f;f;k;d;a;f
e;4.42;s;d;p;t;d;c;p;3.84;2.87;s;s;n;u;w;f;f;k;d;a;t
e;5.75;f;d;g;t;d;c;p;4.33;3.64;s;s;g;u;w;f;f;k;d;u;f
e;6.93;s;d;u;t;d;c;p;5.32;4.15;s;s;n;u;w;f;f;k;d;u;f
e;7.42;f;d;n;t;d;c;p;5.45;3.73;s;s;n;u;w;f;f;k;d;a;f
e;7.29;f;d;p;t;d;c;p;5.98;3.69;s;s;n;u;w;f;f;k;d;a;f
e;6.1;s;d;n;t;d;c;p;4.87;3.95;s;s;g;u;w;f;f;k;d;a;f
e;6.43;s;d;n;t;d;c;p;5.21;3.84;s;s;g;u;w;f;f;k;d;a;f
e;6.34;f;d;p;t;d;c;p;4.89;3.27;s;s;n;u;w;f;f;k;d;a;f
e;5.65;s;d;p;t;d;c;p;5.29;3.85;s;s;g;u;w;f;f;k;d;a;f
e;6.52;s;d;u;t;d;c;p;5.08;4.32;s;s;n;u;w;f;f;k;d;a;f
e;5.26;s;d;g;t;d;c;p;3.82;3.62;s;s;n;u;w;f;f;k;d;a;t
e;6.39;s;d;g;t;d;c;p;5.09;3.7;s;s;g;u;w;f;f;k;d;a;f
e;5.28;f;d;g;t;d;c;p;3.75;3.74;s;s;n;u;w;f;f;k;d;u;t
e;6.03;s;d;p;t;d;c;p;4.65;2.59;s;s;n;u;w;f;f;k;d;a;f
e;6.48;f;d;p;t;d;c;p;4.43;4.09;s;s;g;u;w;f;f;k;d;u;f
e;5.73;s;d;u;t;d;c;p;4.45;3.19;s;s;n;u;w;f;f;k;d;a;f
e;6.32;s;d;u;t;d;c;p;4.86;3.92;s;s;g;u;w;f;f;k;d;u;f
e;6.95;f;d;p;t;d;c;p;5.39;3.89;s;s;g;u;w;f;f;k;d;u;f
e;6.82;s;d;p;t;d;c;p;4.98;4.46;s;s;g;u;w;f;f;k;d;u;f
e;4.97;s;d;n;t;d;c;p;3.96;3.42;s;s;g;u;w;f;f;k;d;u;t
e;5.92;s;d;g;t;d;c;p;3.91;3.48;s;s;g;u;w;f;f;k;d;a;t
e;6.56;s;d;n;t;d;c;p;5.56;4.27;s;s;g;u;w;f;f;k;d;u;f
e;5.11;s;d;g;t;d;c;p;4.25;3.52;s;s;n;u;w;f;f;k;d;u;f
e;5.6;s;d;g;t;d;c;p;4.39;2.27;s;s;n;u;w;f;f;k;d;u;f
e;5.78;f;d;p;t;d;c;p;4.69;4.09;s;s;n;u;w;f;f;k;d;u;f
e;6.37;s;d;n;t;d;c;p;4.92;4.26;s;s;g;u;w;f;f;k;d;u;f
e;5.69;f;d;u;t;d;c;p;5.2;4.34;s;s;g;u;w;f;f;k;d;a;f
e;6.55;s;d;p;t;d;c;p;5.0;3.49;s;s;n;u;w;f;f;k;d;a;f
e;5.93;f;d;n;t;d;c;p;5.09;3.53;s;s;n;u;w;f;f;k;d;u;f
e;5.96;f;d;p;t;d;c;p;4.47;2.97;s;s;g;u;w;f;f;k;d;u;f
e;6.39;s;d;p;t;d;c;p;4.87;3.98;s;s;n;u;w;f;f;k;d;u;f
e;6.37;f;d;u;t;d;c;p;4.08;3.89;s;s;g;u;w;f;f;k;d;u;f
e;7.12;f;d;p;t;d;c;p;5.05;4.4;s;s;g;u;w;f;f;k;d;a;f
e;5.81;f;d;p;t;d;c;p;4.51;3.78;s;s;n;u;w;f;f;k;d;u;f
e;6.07;f;d;g;t;d;c;p;4.82;3.59;s;s;g;u;w;f;f;k;d;a;f
e;5.33;s;d;g;t;d;c;p;4.19;2.98;s;s;g;u;w;f;f;k;d;a;f
e;4.81;f;d;g;t;d;c;p;3.55;3.04;s;s;n;u;w;f;f;k;d;a;t
e;5.95;s;d;n;t;d;c;p;4.36;3.59;s;s;n;u;w;f;f;k;d;a;f
e;6.72;f;d;u;t;d;c;p;5.03;4.26;s;s;n;u;w;f;f;k;d;u;f
e;5.73;s;d;n;t;d;c;p;4.63;3.56;s;s;g;u;w;f;f;k;d;a;f
e;6.96;s;d;u;t;d;c;p;5.31;4.3;s;s;g;u;w;f;f;k;d;a;f
e;6.16;s;d;u;t;d;c;p;4.29;2.7;s;s;n;u;w;f;f;k;d;u;f
e;6.0;s;d;p;t;d;c;p;4.49;3.49;s;s;g;u;w;f;f;k;d;a;f
e;6.09;s;d;u;t;d;c;p;4.89;3.89;s;s;g;u;w;f;f;k;d;u;f
e;4.71;f;d;g;t;d;c;p;4.12;3.37;s;s;n;u;w;f;f;k;d;u;f
e;6.94;f;d;u;t;d;c;p;5.02;3.13;s;s;g;u;w;f;f;k;d;a;f
e;6.31;f;d;n;t;d;c;p;4.86;3.55;s;s;n;u;w;f;f;k;d;a;f
e;6.31;s;d;n;t;d;c;p;4.09;3.7;s;s;g;u;w;f;f;k;d;a;f
e;5.92;s;d;g;t;d;c;p;4.71;3.62;s;s;n;u;w;f;f;k;d;u;f
e;4.84;f;d;n;t;d;c;p;3.92;2.87;s;s;g;u;w;f;f;k;d;a;t
e;5.35;s;d;u;t;d;c;p;3.87;3.19;s;s;g;u;w;f;f;k;d;u;t
e;7.43;s;d;u;t;d;c;p;4.62;3.58;s;s;n;u;w;f;f;k;d;u;f
e;6.87;f;d;n;t;d;c;p;4.66;3.58;s;s;g;u;w;f;f;k;d;u;f
e;6.92;s;d;u;t;d;c;p;4.86;3.95;s;s;g;u;w;f;f;k;d;u;f
e;6.17;s;d;u;t;d;c;p;4.08;3.37;s;s;g;u;w;f;f;k;d;a;f
e;5.16;f;d;g;t;d;c;p;4.08;2.97;s;s;n;u;w;f;f;k;d;a;f
e;5.54;f;d;g;t;d;c;p;4.08;2.75;s;s;n;u;w;f;f;k;d;u;f
e;6.86;s;d;u;t;d;c;p;4.71;3.96;s;s;g;u;w;f;f;k;d;u;f
e;6.46;f;d;u;t;d;c;p;4.97;4.07;s;s;n;u;w;f;f;k;d;u;f
e;5.86;s;d;u;t;d;c;p;3.91;3.24;s;s;n;u;w;f;f;k;d;a;t
e;6.12;s;d;g;t;d;c;p;4.53;3.37;s;s;g;u;w;f;f;k;d;a;f
e;6.17;f;d;g;t;d;c;p;3.99;3.76;s;s;n;u;w;f;f;k;d;u;t
e;5.38;s;d;u;t;d;c;p;4.45;3.2;s;s;n;u;w;f;f;k;d;u;f
e;5.97;f;d;g;t;d;c;p;4.03;4.0;s;s;n;u;w;f;f;k;d;u;f
e;4.83;f;d;n;t;d;c;p;3.7;3.51;s;s;n;u;w;f;f;k;d;a;t
e;5.58;f;d;g;t;d;c;p;4.48;2.95;s;s;n;u;w;f;f;k;d;u;f
e;6.2;s;d;u;t;d;c;p;4.35;3.27;s;s;g;u;w;f;f;k;d;a;f
e;5.74;s;d;n;t;d;c;p;4.17;3.81;s;s;n;u;w;f;f;k;d;u;f
e;7.11;f;d;n;t;d;c;p;4.42;3.55;s;s;g;u;w;f;f;k;d;u;f
e;6.63;s;d;u;t;d;c;p;4.77;3.74;s;s;n;u;w;f;f;k;d;a;f
e;5.91;f;d;u;t;d;c;p;3.91;3.16;s;s;g;u;w;f;f;k;d;u;t
e;6.21;s;d;p;t;d;c;p;4.92;3.65;s;s;g;u;w;f;f;k;d;u;f
e;5.88;f;d;u;t;d;c;p;4.12;2.92;s;s;g;u;w;f;f;k;d;a;f
e;6.21;f;d;n;t;d;c;p;4.69;2.97;s;s;g;u;w;f;f;k;d;u;f
e;5.69;s;d;u;t;d;c;p;4.58;3.36;s;s;n;u;w;f;f;k;d;u;f
e;5.64;f;d;n;t;d;c;p;3.95;2.82;s;s;g;u;w;f;f;k;d;u;t
e;6.82;s;d;p;t;d;c;p;4.95;3.7;s;s;g;u;w;f;f;k;d;a;f
e;5.25;f;d;u;t;d;c;p;3.81;3.1;s;s;g;u;w;f;f;k;d;a;t
e;5.68;s;d;g;t;d;c;p;3.9;3.3;s;s;n;u;w;f;f;k;d;u;t
e;6.08;f;d;g;t;d;c;p;4.83;3.7;s;s;g;u;w;f;f;k;d;a;f
e;5.73;s;d;g;t;d;c;p;4.37;3.98;s;s;g;u;w;f;f;k;d;a;f
e;5.85;f;d;p;t;d;c;p;3.68;3.19;s;s;g;u;w;f;f;k;d;u;t
e;7.06;f;d;g;t;d;c;p;4.82;4.03;s;s;g;u;w;f;f;k;d;u;f
e;5.55;f;d;g;t;d;c;p;3.92;2.98;s;s;g;u;w;f;f;k;d;u;t
e;6.36;s;d;p;t;d;c;p;4.56;4.06;s;s;n;u;w;f;f;k;d;a;f
e;6.56;f;d;p;t;d;c;p;4.67;3.47;s;s;n;u;w;f;f;k;d;u;f
e;6.85;f;d;g;t;d;c;p;5.36;3.98;s;s;n;u;w;f;f;k;d;u;f
e;5.51;s;d;n;t;d;c;p;3.89;3.05;s;s;g;u;w;f;f;k;d;u;t
e;6.1;f;d;n;t;d;c;p;4.34;3.2;s;s;g;u;w;f;f;k;d;a;f
e;5.91;f;d;p;t;d;c;p;3.99;3.45;s;s;n;u;w;f;f;k;d;u;t
e;5.14;f;d;n;t;d;c;p;4.0;2.92;s;s;g;u;w;f;f;k;d;u;f
e;5.31;f;d;u;t;d;c;p;4.07;2.94;s;s;n;u;w;f;f;k;d;u;f
e;5.96;s;d;u;t;d;c;p;5.06;4.18;s;s;n;u;w;f;f;k;d;u;f
e;5.73;f;d;g;t;d;c;p;4.14;3.17;s;s;g;u;w;f;f;k;d;a;f
e;7.13;f;d;p;t;d;c;p;4.61;4.4;s;s;n;u;w;f;f;k;d;a;f
e;5.98;s;d;g;t;d;c;p;4.81;3.76;s;s;g;u;w;f;f;k;d;a;f
e;5.99;s;d;u;t;d;c;p;4.85;4.21;s;s;g;u;w;f;f;k;d;a;f
e;6.5;f;d;p;t;d;c;p;4.44;3.05;s;s;n;u;w;f;f;k;d;u;f
e;5.36;s;d;g;t;d;c;p;4.45;3.71;s;s;g;u;w;f;f;k;d;a;f
e;7.07;f;d;n;t;d;c;p;5.03;3.52;s;s;n;u;w;f;f;k;d;a;f
e;6.01;f;d;p;t;d;c;p;4.54;4.12;s;s;n;u;w;f;f;k;d;a;f
e;5.34;f;d;g;t;d;c;p;3.59;2.54;s;s;n;u;w;f;f;k;d;a;t
e;5.46;f;d;n;t;d;c;p;3.99;2.96;s;s;n;u;w;f;f;k;d;a;t
e;5.93;f;d;g;t;d;c;p;5.28;4.62;s;s;g;u;w;f;f;k;d;u;f
e;5.3;s;d;g;t;d;c;p;4.25;3.14;s;s;g;u;w;f;f;k;d;a;f
e;6.09;f;d;n;t;d;c;p;4.51;3.23;s;s;n;u;w;f;f;k;d;a;f
e;6.31;s;d;u;t;d;c;p;4.67;4.3;s;s;g;u;w;f;f;k;d;u;f
e;5.74;s;d;n;t;d;c;p;4.46;3.31;s;s;n;u;w;f;f;k;d;a;f
e;5.51;s;d;p;t;d;c;p;4.34;3.45;s;s;g;u;w;f;f;k;d;a;f
e;5.92;s;d;n;t;d;c;p;4.65;2.69;s;s;n;u;w;f;f;k;d;u;f
e;5.76;s;d;g;t;d;c;p;4.24;2.82;s;s;g;u;w;f;f;k;d;u;f
e;5.56;s;d;g;t;d;c;p;4.41;3.49;s;s;n;u;w;f;f;k;d;a;f
e;6.17;f;d;g;t;d;c;p;4.17;3.15;s;s;n;u;w;f;f;k;d;u;f
e;6.39;s;d;g;t;d;c;p;5.14;4.11;s;s;g;u;w;f;f;k;d;u;f
e;6.16;s;d;g;t;d;c;p;4.08;3.24;s;s;g;u;w;f;f;k;d;a;f
e;4.96;f;d;u;t;d;c;p;4.43;3.34;s;s;g;u;w;f;f;k;d;u;f
e;6.69;s;d;p;t;d;c;p;4.97;3.63;s;s;g;u;w;f;f;k;d;u;f
e;6.89;s;d;p;t;d;c;p;4.96;3.42;s;s;g;u;w;f;f;k;d;a;f
e;5.39;s;d;g;t;d;c;p;4.25;3.62;s;s;n;u;w;f;f;k;d;a;f
e;6.13;s;d;g;t;d;c;p;4.6;3.33;s;s;g;u;w;f;f;k;d;a;f
e;6.04;s;d;n;t;d;c;p;4.76;2.61;s;s;n;u;w;f;f;k;d;u;f
e;6.01;f;d;u;t;d;c;p;4.1;3.48;s;s;g;u;w;f;f;k;d;a;f
e;6.0;f;d;u;t;d;c;p;3.98;3.27;s;s;n;u;w;f;f;k;d;u;t
e;7.07;f;d;n;t;d;c;p;4.95;3.97;s;s;g;u;w;f;f;k;d;a;f
e;6.37;f;d;p;t;d;c;p;4.94;3.45;s;s;n;u;w;f;f;k;d;a;f
e;6.62;s;d;u;t;d;c;p;4.94;4.17;s;s;n;u;w;f;f;k;d;u;f
e;6.4;f;d;n;t;d;c;p;4.31;3.57;s;s;n;u;w;f;f;k;d;a;f
e;6.06;f;d;p;t;d;c;p;4.15;3.52;s;s;g;u;w;f;f;k;d;a;f
e;6.15;s;d;p;t;d;c;p;4.73;3.91;s;s;g;u;w;f;f;k;d;a;f
e;5.68;f;d;g;t;d;c;p;4.3;3.68;s;s;g;u;w;f;f;k;d;a;f
e;5.58;f;d;g;t;d;c;p;3.98;3.82;s;s;g;u;w;f;f;k;d;a;t
e;5.45;f;d;n;t;d;c;p;3.51;2.92;s;s;g;u;w;f;f;k;d;a;t
e;5.28;s;d;g;t;d;c;p;3.79;3.43;s;s;n;u;w;f;f;k;d;u;t
e;6.06;f;d;p;t;d;c;p;4.73;3.66;s;s;g;u;w;f;f;k;d;u;f
e;5.77;f;d;u;t;d;c;p;4.04;2.82;s;s;n;u;w;f;f;k;d;u;f
e;6.09;s;d;p;t;d;c;p;4.59;3.47;s;s;g;u;w;f;f;k;d;u;f
e;5.75;s;d;g;t;d;c;p;4.45;3.9;s;s;g;u;w;f;f;k;d;u;f
e;6.82;s;d;g;t;d;c;p;5.02;3.5;s;s;n;u;w;f;f;k;d;u;f
e;6.76;f;d;n;t;d;c;p;5.05;3.85;s;s;n;u;w;f;f;k;d;a;f
e;5.53;s;d;g;t;d;c;p;4.25;3.8;s;s;n;u;w;f;f;k;d;a;f
e;5.97;s;d;u;t;d;c;p;5.17;3.89;s;s;g;u;w;f;f;k;d;u;f
e;6.7;f;d;p;t;d;c;p;5.21;4.27;s;s;n;u;w;f;f;k;d;a;f
e;5.96;f;d;p;t;d;c;p;4.66;3.39;s;s;n;u;w;f;f;k;d;a;f
e;5.74;s;d;n;t;d;c;p;4.19;2.79;s;s;g;u;w;f;f;k;d;u;f
e;6.14;f;d;g;t;d;c;p;4.7;3.67;s;s;n;u;w;f;f;k;d;u;f
p;14.28;s;t;p;t;d;c;p;8.97;8.33;s;s;p;u;w;t;f;k;d;a;f
p;15.96;s;t;p;t;d;c;p;10.68;8.23;s;s;p;u;w;t;f;k;d;a;f
p;10.25;s;t;p;t;d;c;p;6.95;6.45;s;s;p;u;w;t;f;k;d;a;f
